NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT03255720,Application of Diffusion Tensor Imaging in Alzheimer's Disease :Quantification of White Matter Micro-structural Changes,https://clinicaltrials.gov/study/NCT03255720,UNKNOWN,Alzheimer Dementia,,Assiut University,,OBSERVATIONAL
NCT07496021,Safety and Efficacy of L. Lactis CKDB001 in Subjects With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07496021,RECRUITING,Early Alzheimers Disease,DRUG: L. lactis CKDB001|DRUG: Placebo,CKD Bio Corporation,,INTERVENTIONAL
NCT03811847,A Pilot of Methylphenidate in Mild Cognitive Impairment and Dementia Participants.,https://clinicaltrials.gov/study/NCT03811847,COMPLETED,Alzheimer Dementia,DRUG: Methylphenidate Extended Release Oral Capsule|OTHER: Placebo,Massachusetts General Hospital,,INTERVENTIONAL
NCT03584568,Reappraising Intergeneration Relationships in Dementia Caregiving,https://clinicaltrials.gov/study/NCT03584568,UNKNOWN,Alzheimer Dementia,BEHAVIORAL: Perspective Taking Reappraisal|OTHER: Basic Skill Building,The Hong Kong Polytechnic University,,INTERVENTIONAL
NCT07233512,EFFECT OF PERIODONTAL TREATMENT ON ALZHEIMER DISEASE-ASSOCIATED OUTCOMES,https://clinicaltrials.gov/study/NCT07233512,ENROLLING_BY_INVITATION,Alzheimers Disease|Periodontitis,PROCEDURE: INITIAL PERIODONTAL THERAPY,Centre Hospitalier Universitaire de Liege,Eklund foundation Malmö,INTERVENTIONAL
NCT06709014,A Double-blind Dual Study Assessing Safety and Efficacy of Buntanetap in Participants With Early AD,https://clinicaltrials.gov/study/NCT06709014,RECRUITING,Early Alzheimers Disease,DRUG: buntanetap/posiphen|DRUG: Placebo,Annovis Bio Inc.,Prevail Infoworks|ProPharma Group,INTERVENTIONAL
NCT05267028,Rehabilitation of Facial Emotion Recognition in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05267028,COMPLETED,Alzheimer's Dementia (AD)|Family Caregivers,OTHER: AD-TAR|OTHER: AD-Cognitive Stimulation,Association de Recherche Bibliographique pour les Neurosciences,Centre Hospitalier Princesse Grace|Universite Cote d'Azur,OBSERVATIONAL
NCT02553928,Comparison of Once Daily and Twice Daily Dosing on Safety and Tolerability of Memantine in Patients With Alzheimer,https://clinicaltrials.gov/study/NCT02553928,COMPLETED,Alzheimer Dementia (AD),DRUG: Memantine (once daily)|DRUG: Memantine (twice daily),H. Lundbeck A/S,,INTERVENTIONAL
NCT01192529,Evaluation of a Diet in Patients With Senile Dementia,https://clinicaltrials.gov/study/NCT01192529,UNKNOWN,Alzheimer's Disease|Parkinson's Disease|Senile Dementia,DIETARY_SUPPLEMENT: Supressi. T-Diet plus Range|DIETARY_SUPPLEMENT: High Protein. T-Diet plus Range,"Vegenat, S.A.",,INTERVENTIONAL
NCT05254873,Long-term Follow-up of Patients Included in the EYE-TAR(MA) Study.,https://clinicaltrials.gov/study/NCT05254873,COMPLETED,Alzheimer's Dementia (AD)|Family Caregivers,OTHER: Long term follow-up,Association de Recherche Bibliographique pour les Neurosciences,Centre Hospitalier Princesse Grace,OBSERVATIONAL
NCT02759887,Relationship Between Down Syndrome (DS) and Alzheimer's Disease (AD),https://clinicaltrials.gov/study/NCT02759887,COMPLETED,Down Syndrome|Alzheimer's Dementia,PROCEDURE: biospecimen collection|OTHER: cognitive assessments|OTHER: caregiver questionnaire|PROCEDURE: Florbetapir F18 imaging|PROCEDURE: MRI|PROCEDURE: Fludeoxyglucose F18 (FDG)|PROCEDURE: Tau Pet|PROCEDURE: Actigraphy,"St. Joseph's Hospital and Medical Center, Phoenix","Banner Alzheimer's Institute, Phoenix|Translational Genomics Research Institute (TGEN), Phoenix",INTERVENTIONAL
NCT06996730,"A Study of Donanemab, RG6289, or the Combination of Donanemab and RG6289 in Presenilin 1 (PSEN1) E280A Mutation Carriers for the Treatment of Autosomal-Dominant Alzheimer's Disease",https://clinicaltrials.gov/study/NCT06996730,NOT_YET_RECRUITING,Autosomal Dominant Alzheimers Disease|Early Onset Alzheimer Disease|Alzheimers Disease,DRUG: Donanemab|DRUG: RG6289|DRUG: Donanemab placebo|DRUG: RG6289 placebo,Banner Health,National Institute on Aging (NIA)|Universidad de Antioquia,INTERVENTIONAL
NCT03814382,Acupuncture to Reduce Anxiety in Alzheimer's Disease (AD) and AD Related Dementias,https://clinicaltrials.gov/study/NCT03814382,TERMINATED,Alzheimer's Dementia With Behavioral Disturbance,DEVICE: Acupuncture needle,Massachusetts General Hospital,,INTERVENTIONAL
NCT04408755,"Assessment of the Efficacy, Safety, and Tolerability of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT04408755,TERMINATED,Agitation in Patients With Dementia of the Alzheimer's Type,DRUG: AVP-786|DRUG: Placebo,"Otsuka Pharmaceutical Development & Commercialization, Inc.",,INTERVENTIONAL
NCT05722743,Person-Environment Fit for Persons With Dementia,https://clinicaltrials.gov/study/NCT05722743,COMPLETED,Dementia Alzheimers|Alzheimer Disease,BEHAVIORAL: Harmony at HOME|BEHAVIORAL: National Institute on Aging Program,Elizabeth K Rhodus,National Institute on Aging (NIA),INTERVENTIONAL
NCT04464564,"Study to Assess the Efficacy, Safety, and Tolerability of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT04464564,TERMINATED,Agitation in Patients With Dementia of the Alzheimer's Type,DRUG: AVP-786|DRUG: Placebo,"Otsuka Pharmaceutical Development & Commercialization, Inc.",,INTERVENTIONAL
NCT00911690,Establishment of a Bank of Biospecimens for Future Research on Age-related Cognitive Disorders,https://clinicaltrials.gov/study/NCT00911690,COMPLETED,Dementia|Alzheimers Disease,,Corewell Health East,,OBSERVATIONAL
NCT03393520,"Assessment of the Efficacy, Safety, and Tolerability of AVP-786 (Deudextromethorphan Hydrobromide [d6-DM]/Quinidine Sulfate [Q]) for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT03393520,COMPLETED,Agitation in Patients With Dementia of the Alzheimer's Type,DRUG: Placebo|DRUG: AVP-786,"Otsuka Pharmaceutical Development & Commercialization, Inc.",,INTERVENTIONAL
NCT03070821,Therapy of Alzheimer's Disease With Neurofeedback,https://clinicaltrials.gov/study/NCT03070821,COMPLETED,Alzheimer Dementia (AD)|Elderly,OTHER: rtfMRI neurofeedback training|DEVICE: 3T MRI,"University Hospital, Aachen",Alzheimer Forschung Initiative e.V.,INTERVENTIONAL
NCT07159542,"MUSic Listening Impact on QUality of Life, Brain and Burnout of ALzheimer' Patients Informal Caregivers",https://clinicaltrials.gov/study/NCT07159542,NOT_YET_RECRUITING,Alzheimer Dementia (AD)|Caregivers,BEHAVIORAL: listening intervention|BEHAVIORAL: Neuropsychology assessment|OTHER: brain imaging examination,"University Hospital, Caen",,INTERVENTIONAL
NCT04818255,STIM+: PET Biomarker Education & Disclosure,https://clinicaltrials.gov/study/NCT04818255,COMPLETED,Mild Cognitive Impairment|Dementia; Alzheimer's Type (Etiology),BEHAVIORAL: PET Biomarker Disclosure,University of Michigan,National Institute on Aging (NIA),INTERVENTIONAL
NCT06635252,"Statins, Cholesterol and Cognitive Decline in Alzheimer's",https://clinicaltrials.gov/study/NCT06635252,COMPLETED,Alzheimer Dementia|Statins,DRUG: STA 4783,Karolinska Institutet,Region Stockholm,OBSERVATIONAL
NCT02442765,"Efficacy, Safety and Tolerability of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT02442765,COMPLETED,Agitation in Patients With Dementia of the Alzheimer's Type,DRUG: AVP-786|DRUG: Placebo,"Otsuka Pharmaceutical Development & Commercialization, Inc.",,INTERVENTIONAL
NCT06651567,A Study to Assess the Efficacy and Safety of ITI-1284 in the Treatment of Agitation Associated With Alzheimer's Dementia,https://clinicaltrials.gov/study/NCT06651567,RECRUITING,Agitation Associated With Alzheimer's Dementia,DRUG: ITI-1284|DRUG: Placebo,"Intra-Cellular Therapies, Inc.",,INTERVENTIONAL
NCT03724942,Brexpiprazole for the Long-term Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,https://clinicaltrials.gov/study/NCT03724942,COMPLETED,Agitation Associated With Dementia of the Alzheimer's Type,DRUG: Brexpiprazole,"Otsuka Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT03378245,"Telemedicine-based, Multidisciplinary-team, Intervention to Reduce Unnecessary Hospitalizations",https://clinicaltrials.gov/study/NCT03378245,COMPLETED,Dementia Alzheimers|Disruptive Behavior,BEHAVIORAL: Behavioral modification and education on pharmacologic treatments.,Richard Ronan Murphy,,INTERVENTIONAL
NCT03620981,Brexpiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,https://clinicaltrials.gov/study/NCT03620981,COMPLETED,Agitation Associated With Dementia of the Alzheimer's Type,DRUG: Brexpiprazole|DRUG: Placebo,"Otsuka Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT03024944,TAU PET Imaging in Northern Manhattan Study of Metabolism and Mind,https://clinicaltrials.gov/study/NCT03024944,WITHDRAWN,Diabetes Mellitus|Alzheimer Dementia,DRUG: 18F-THK-5351,Columbia University,National Institute on Aging (NIA),INTERVENTIONAL
NCT03602391,The Senior Companion Program Plus,https://clinicaltrials.gov/study/NCT03602391,COMPLETED,Family|Alzheimer Dementia,BEHAVIORAL: SCP Plus,The University of Texas at Arlington,National Institute on Aging (NIA),INTERVENTIONAL
NCT01555827,Retinal Neurodegenerative Signs in Alzheimer's Diseases,https://clinicaltrials.gov/study/NCT01555827,COMPLETED,Alzheimer's Disease,OTHER: Ophthalmological examination & Questionnaire,"University Hospital, Bordeaux",,INTERVENTIONAL
NCT03926520,Electroconvulsive Therapy (ECT) for Agitation in Dementia (AD),https://clinicaltrials.gov/study/NCT03926520,RECRUITING,"Alzheimer Dementia|Agitation,Psychomotor",DEVICE: Electroconvulsive Therapy (ECT),Brent Forester,Mayo Clinic|Pine Rest Christian Mental Health Services|Emory University|The Zucker Hillside Hospital|Medical University of South Carolina,INTERVENTIONAL
NCT02168920,Aripiprazole for the Treatment of Patients With Agitation Associated With Dementia of the Alzheimer's Type,https://clinicaltrials.gov/study/NCT02168920,TERMINATED,Agitation Associated With Dementia of the Alzheimer's Type,DRUG: 2 mg/day|DRUG: 3 mg/day|DRUG: 6 mg/day|DRUG: Placebo (0 mg/day),"Otsuka Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT02442778,"Efficacy, Safety, and Tolerability of AVP-786 for the Treatment of Agitation in Participants With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT02442778,COMPLETED,Agitation in Participants With Dementia of the Alzheimer's Type,DRUG: AVP-786-18|DRUG: Placebo|DRUG: AVP-786-28|DRUG: AVP-786-42.63,"Otsuka Pharmaceutical Development & Commercialization, Inc.",,INTERVENTIONAL
NCT07216716,Evaluating the Effectiveness of the Health App Recommendation Tool,https://clinicaltrials.gov/study/NCT07216716,RECRUITING,Alzheimers Disease Related Dementias,OTHER: Health App Recommendation Tool (HART),University of Pittsburgh,,INTERVENTIONAL
NCT02446132,"Long Term, Extension Study of the Safety and Efficacy of AVP-786 for the Treatment of Agitation in Patients With Dementia of the Alzheimer's Type",https://clinicaltrials.gov/study/NCT02446132,TERMINATED,Agitation in Patients With Dementia of the Alzheimer's Type,DRUG: AVP-786,"Otsuka Pharmaceutical Development & Commercialization, Inc.",,INTERVENTIONAL
NCT04118985,Compensatory Training to Support Brain Healthy Lifestyle Changes in Those at Risk for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04118985,COMPLETED,Cognitive Symptom|Pre Senile Dementia|Alzheimer Disease,BEHAVIORAL: Cognitive rehabilitation and health behavior change intervention|BEHAVIORAL: Self-implementation,Mayo Clinic,,INTERVENTIONAL
NCT04058886,Telephone-delivered Mindfulness Intervention for African American Dementia Caregivers,https://clinicaltrials.gov/study/NCT04058886,COMPLETED,Alzheimer Dementia|Caregiver|Dementia Alzheimers,BEHAVIORAL: Telephone-delivered Mindfulness,"University of North Carolina, Chapel Hill",National Institute on Aging (NIA),INTERVENTIONAL
NCT07482072,Brain Blood Flow and Sugar Transport in Alzheimer's Disease With and Without Diabetes - A Pilot Imaging Study,https://clinicaltrials.gov/study/NCT07482072,RECRUITING,Alzheimer Dementia (AD)|Diabete Type 2,DIAGNOSTIC_TEST: [18F]FDG PET|DIAGNOSTIC_TEST: [11C]PIB,"Rigshospitalet, Denmark",Copenhagen University Hospital at Herlev,OBSERVATIONAL
NCT06883019,Lecanemab for Early Onset Familial Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06883019,RECRUITING,Alzheimer Disease,,RenJi Hospital,,OBSERVATIONAL
NCT04730440,Rehabilitation of Facial Emotion Recognition in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04730440,COMPLETED,Alzheimer Dementia|Family Caregivers,OTHER: AD-TAR|OTHER: AD-Cognitive Stimulation,Centre Hospitalier Princesse Grace,Association de Recherche Bibliographique pour les Neurosciences|Universite Cote d'Azur,OBSERVATIONAL
NCT04812769,Electronic Consultation for AD/ADRD Residents Experiencing Infectious Diseases,https://clinicaltrials.gov/study/NCT04812769,WITHDRAWN,Alzheimer's Dementia|Nursing Homes|Antibiotics|Dementia,DEVICE: eCARE-ID|OTHER: Standard of Care,Yale University,Advarra|National Institute on Aging (NIA)|Brown University,INTERVENTIONAL
NCT04055376,Daily Light and Sound Stimulation to Improve Brain Functions in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT04055376,ACTIVE_NOT_RECRUITING,Alzheimer Disease|Alzheimer Dementia,DEVICE: GENUS device (Active Settings)|DEVICE: GENUS device (Sham Settings),Massachusetts Institute of Technology,,INTERVENTIONAL
NCT03827733,Gut Microbiota and Alzheimer's Diseases,https://clinicaltrials.gov/study/NCT03827733,UNKNOWN,Alzheimer Disease,,Shanghai 10th People's Hospital,,OBSERVATIONAL
NCT04748263,Eye Gaze Strategies During Facial Emotion Recognition in Neurodegenerative Diseases: Links With Neuropsychiatric Disorders (EYE-ToM Study),https://clinicaltrials.gov/study/NCT04748263,COMPLETED,Alzheimer's Dementia|Parkinson Disease(PD)|Fronto-Temporal Dementia,OTHER: No intervention. Only survey and normal use of eye-tracking,Centre Hospitalier Princesse Grace,Association de Recherche Bibliographique pour les Neurosciences,OBSERVATIONAL
NCT04308512,Care Coordination System for People With Dementia,https://clinicaltrials.gov/study/NCT04308512,COMPLETED,Alzheimer Disease|Dementia|Dementia Alzheimers,BEHAVIORAL: Active Nili device|BEHAVIORAL: Passive Nili system,"Bijan Najafi, PhD",BioSensics,INTERVENTIONAL
NCT06484244,Locomotion Adaptation Deficits in Older Adults With Mild Cognitive Impairment and Alzheimers Disease,https://clinicaltrials.gov/study/NCT06484244,RECRUITING,Alzheimers Disease|Mild Cognitive Impairment,OTHER: 5 Sessions of Split-belt Treadmill-based Locomotor Adaptation,Emory University,National Institute on Aging (NIA),INTERVENTIONAL
NCT07279740,Combined Brain Stimulation and Methylphenidate Treatment for Apathy in Dementia,https://clinicaltrials.gov/study/NCT07279740,RECRUITING,Alzheimer s Disease|Alzheimer Dementia (AD)|Alzheimer Dementia|Alzheimer Disease|Apathy|Apathy in Dementia,DEVICE: intermittent theta burst stimulation (iTBS)|DRUG: Methylphenidate (MPH),Sunnybrook Health Sciences Centre,Alzheimer Society of Canada|Sunnybrook Research Institute|Brain Canada,INTERVENTIONAL
NCT04579120,Neuroimaging in Healthy Aging and Senile Dementia (HASD_IND),https://clinicaltrials.gov/study/NCT04579120,RECRUITING,Alzheimer Disease,DRUG: [11C]-Pittsburgh Compound B ([11C]PiB)|DRUG: F 18 AV-1451 (Flortaucipir),"Tammie L. S. Benzinger, MD, PhD",,OBSERVATIONAL
NCT06508268,"Language, Speech and Motor Function in MCI Due to AD and Alzheimer's Disease",https://clinicaltrials.gov/study/NCT06508268,RECRUITING,Alzheimer's Disease|MCI Due to AD|Dementia Alzheimers,BEHAVIORAL: GAITRite walkway system OR 4-meter walking speed test|BEHAVIORAL: Jamar hand dynamometer|BEHAVIORAL: Picture description task|BEHAVIORAL: Autobiographical semi-structured conversation|BEHAVIORAL: Verbal fluency,Hanze University of Applied Sciences Groningen,University of Groningen,OBSERVATIONAL
NCT07306065,University of Central Florida Music Study,https://clinicaltrials.gov/study/NCT07306065,RECRUITING,Alzheimers Disease|Dementia|Dementia Alzheimer Type,OTHER: Music intervention,University of Central Florida,,INTERVENTIONAL
NCT06523309,Electroacupuncture Treatment of Behavioral and Psycological Symptoms in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06523309,NOT_YET_RECRUITING,BPSD (Behavioral and Psycological Symptoms of Dementia)|Alzheimer's Dementia,OTHER: Electroacupuncture treatment,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,,OBSERVATIONAL
NCT02409082,Alzheimers Disease and Neuromarkers in Patients With Acute Hip Fractures,https://clinicaltrials.gov/study/NCT02409082,COMPLETED,Alzheimers Disease|Inflammation|Hip Fracture,,Sahlgrenska University Hospital,,OBSERVATIONAL
NCT05817188,Medication Repurposing to Stop Cognitive Decline in Dementia,https://clinicaltrials.gov/study/NCT05817188,COMPLETED,Alzheimer Dementia|Dementia Disorders,OTHER: No intervention,Karolinska Institutet,KTH Royal Institute of Technology|Region Stockholm,OBSERVATIONAL
NCT03955380,MAD Phase I Study to Investigate Contraloid Acetate,https://clinicaltrials.gov/study/NCT03955380,COMPLETED,Alzheimer Dementia|Alzheimer Disease,DRUG: Contraloid,Prof. Dr. Dieter Willbold,"Helmholtz-Gemeinschaft Deutscher Forschungszentren, Germany|Medical University of Vienna|NeuroScios, Austria|Nuvisan, Germany|Fundación Teófilo Hernando, Spain|Alzheimer's Association",INTERVENTIONAL
